Country/Region,Province/State,Lat,Long,Date,Confirmed,Recovered,Deaths
China,Hunan,27.6104,111.7088,2020-03-12,1018,999,4
China,Hunan,27.6104,111.7088,2020-03-13,1018,1005,4
China,Hunan,27.6104,111.7088,2020-03-14,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-15,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-16,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-17,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-18,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-19,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-20,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-21,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-22,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-23,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-24,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-25,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-26,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-27,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-28,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-29,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-30,1018,1014,4
China,Hunan,27.6104,111.7088,2020-03-31,1018,1014,4
China,Hunan,27.6104,111.7088,2020-04-01,1018,1014,4
China,Hunan,27.6104,111.7088,2020-04-02,1019,1014,4
China,Hunan,27.6104,111.7088,2020-04-03,1019,1014,4
China,Hunan,27.6104,111.7088,2020-04-04,1019,1014,4
China,Hunan,27.6104,111.7088,2020-04-05,1019,1014,4
China,Hunan,27.6104,111.7088,2020-04-06,1019,1014,4
China,Inner Mongolia,44.0935,113.9448,2020-01-22,0,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-23,0,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-24,1,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-25,7,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-26,7,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-27,11,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-28,15,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-29,16,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-30,19,0,0
China,Inner Mongolia,44.0935,113.9448,2020-01-31,20,1,0
China,Inner Mongolia,44.0935,113.9448,2020-02-01,23,1,0
China,Inner Mongolia,44.0935,113.9448,2020-02-02,27,1,0
China,Inner Mongolia,44.0935,113.9448,2020-02-03,34,1,0
China,Inner Mongolia,44.0935,113.9448,2020-02-04,35,1,0
China,Inner Mongolia,44.0935,113.9448,2020-02-05,42,3,0
China,Inner Mongolia,44.0935,113.9448,2020-02-06,46,4,0
China,Inner Mongolia,44.0935,113.9448,2020-02-07,50,5,0
China,Inner Mongolia,44.0935,113.9448,2020-02-08,52,5,0
China,Inner Mongolia,44.0935,113.9448,2020-02-09,54,5,0
China,Inner Mongolia,44.0935,113.9448,2020-02-10,58,5,0
China,Inner Mongolia,44.0935,113.9448,2020-02-11,58,5,0
China,Inner Mongolia,44.0935,113.9448,2020-02-12,60,6,0
China,Inner Mongolia,44.0935,113.9448,2020-02-13,61,6,0
China,Inner Mongolia,44.0935,113.9448,2020-02-14,65,6,0
China,Inner Mongolia,44.0935,113.9448,2020-02-15,68,7,0
China,Inner Mongolia,44.0935,113.9448,2020-02-16,70,8,0
China,Inner Mongolia,44.0935,113.9448,2020-02-17,72,8,0
China,Inner Mongolia,44.0935,113.9448,2020-02-18,73,8,0
China,Inner Mongolia,44.0935,113.9448,2020-02-19,75,10,0
China,Inner Mongolia,44.0935,113.9448,2020-02-20,75,16,0
China,Inner Mongolia,44.0935,113.9448,2020-02-21,75,17,0
China,Inner Mongolia,44.0935,113.9448,2020-02-22,75,26,0
China,Inner Mongolia,44.0935,113.9448,2020-02-23,75,27,0
China,Inner Mongolia,44.0935,113.9448,2020-02-24,75,34,0
China,Inner Mongolia,44.0935,113.9448,2020-02-25,75,35,0
China,Inner Mongolia,44.0935,113.9448,2020-02-26,75,38,0
China,Inner Mongolia,44.0935,113.9448,2020-02-27,75,43,0
China,Inner Mongolia,44.0935,113.9448,2020-02-28,75,45,0
China,Inner Mongolia,44.0935,113.9448,2020-02-29,75,49,0
China,Inner Mongolia,44.0935,113.9448,2020-03-01,75,52,0
China,Inner Mongolia,44.0935,113.9448,2020-03-02,75,54,0
China,Inner Mongolia,44.0935,113.9448,2020-03-03,75,59,1
China,Inner Mongolia,44.0935,113.9448,2020-03-04,75,63,1
China,Inner Mongolia,44.0935,113.9448,2020-03-05,75,65,1
China,Inner Mongolia,44.0935,113.9448,2020-03-06,75,65,1
China,Inner Mongolia,44.0935,113.9448,2020-03-07,75,67,1
China,Inner Mongolia,44.0935,113.9448,2020-03-08,75,70,1
China,Inner Mongolia,44.0935,113.9448,2020-03-09,75,70,1
China,Inner Mongolia,44.0935,113.9448,2020-03-10,75,70,1
China,Inner Mongolia,44.0935,113.9448,2020-03-11,75,71,1
China,Inner Mongolia,44.0935,113.9448,2020-03-12,75,71,1
China,Inner Mongolia,44.0935,113.9448,2020-03-13,75,71,1
China,Inner Mongolia,44.0935,113.9448,2020-03-14,75,71,1
China,Inner Mongolia,44.0935,113.9448,2020-03-15,75,71,1
China,Inner Mongolia,44.0935,113.9448,2020-03-16,75,73,1
China,Inner Mongolia,44.0935,113.9448,2020-03-17,75,73,1
China,Inner Mongolia,44.0935,113.9448,2020-03-18,75,73,1
China,Inner Mongolia,44.0935,113.9448,2020-03-19,75,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-20,75,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-21,75,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-22,75,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-23,75,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-24,75,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-25,77,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-26,89,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-27,92,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-28,94,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-29,95,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-30,97,74,1
China,Inner Mongolia,44.0935,113.9448,2020-03-31,107,74,1
China,Inner Mongolia,44.0935,113.9448,2020-04-01,111,74,1
China,Inner Mongolia,44.0935,113.9448,2020-04-02,117,74,1
China,Inner Mongolia,44.0935,113.9448,2020-04-03,117,74,1
China,Inner Mongolia,44.0935,113.9448,2020-04-04,117,74,1
China,Inner Mongolia,44.0935,113.9448,2020-04-05,117,74,1
China,Inner Mongolia,44.0935,113.9448,2020-04-06,118,74,1
China,Jiangsu,32.9711,119.455,2020-01-22,1,0,0
China,Jiangsu,32.9711,119.455,2020-01-23,5,0,0
China,Jiangsu,32.9711,119.455,2020-01-24,9,0,0
China,Jiangsu,32.9711,119.455,2020-01-25,18,1,0
China,Jiangsu,32.9711,119.455,2020-01-26,33,1,0
China,Jiangsu,32.9711,119.455,2020-01-27,47,1,0
China,Jiangsu,32.9711,119.455,2020-01-28,70,1,0
China,Jiangsu,32.9711,119.455,2020-01-29,99,1,0
China,Jiangsu,32.9711,119.455,2020-01-30,129,1,0
China,Jiangsu,32.9711,119.455,2020-01-31,168,5,0
China,Jiangsu,32.9711,119.455,2020-02-01,202,6,0
China,Jiangsu,32.9711,119.455,2020-02-02,236,7,0
China,Jiangsu,32.9711,119.455,2020-02-03,271,8,0
China,Jiangsu,32.9711,119.455,2020-02-04,308,12,0
China,Jiangsu,32.9711,119.455,2020-02-05,341,23,0
China,Jiangsu,32.9711,119.455,2020-02-06,373,34,0
China,Jiangsu,32.9711,119.455,2020-02-07,408,43,0
China,Jiangsu,32.9711,119.455,2020-02-08,439,51,0
China,Jiangsu,32.9711,119.455,2020-02-09,468,71,0
China,Jiangsu,32.9711,119.455,2020-02-10,492,81,0
China,Jiangsu,32.9711,119.455,2020-02-11,515,93,0
China,Jiangsu,32.9711,119.455,2020-02-12,543,125,0
China,Jiangsu,32.9711,119.455,2020-02-13,570,139,0
China,Jiangsu,32.9711,119.455,2020-02-14,593,157,0
China,Jiangsu,32.9711,119.455,2020-02-15,604,186,0
China,Jiangsu,32.9711,119.455,2020-02-16,617,218,0
China,Jiangsu,32.9711,119.455,2020-02-17,626,258,0
China,Jiangsu,32.9711,119.455,2020-02-18,629,280,0
China,Jiangsu,32.9711,119.455,2020-02-19,631,318,0
China,Jiangsu,32.9711,119.455,2020-02-20,631,356,0
China,Jiangsu,32.9711,119.455,2020-02-21,631,373,0
China,Jiangsu,32.9711,119.455,2020-02-22,631,401,0
China,Jiangsu,32.9711,119.455,2020-02-23,631,418,0
China,Jiangsu,32.9711,119.455,2020-02-24,631,452,0
China,Jiangsu,32.9711,119.455,2020-02-25,631,458,0
China,Jiangsu,32.9711,119.455,2020-02-26,631,478,0
China,Jiangsu,32.9711,119.455,2020-02-27,631,498,0
China,Jiangsu,32.9711,119.455,2020-02-28,631,515,0
China,Jiangsu,32.9711,119.455,2020-02-29,631,523,0
China,Jiangsu,32.9711,119.455,2020-03-01,631,536,0
China,Jiangsu,32.9711,119.455,2020-03-02,631,543,0
China,Jiangsu,32.9711,119.455,2020-03-03,631,562,0
China,Jiangsu,32.9711,119.455,2020-03-04,631,577,0
China,Jiangsu,32.9711,119.455,2020-03-05,631,583,0
China,Jiangsu,32.9711,119.455,2020-03-06,631,594,0
China,Jiangsu,32.9711,119.455,2020-03-07,631,606,0
China,Jiangsu,32.9711,119.455,2020-03-08,631,612,0
China,Jiangsu,32.9711,119.455,2020-03-09,631,621,0
China,Jiangsu,32.9711,119.455,2020-03-10,631,627,0
China,Jiangsu,32.9711,119.455,2020-03-11,631,627,0
China,Jiangsu,32.9711,119.455,2020-03-12,631,629,0
China,Jiangsu,32.9711,119.455,2020-03-13,631,630,0
China,Jiangsu,32.9711,119.455,2020-03-14,631,630,0
China,Jiangsu,32.9711,119.455,2020-03-15,631,631,0
China,Jiangsu,32.9711,119.455,2020-03-16,631,631,0
China,Jiangsu,32.9711,119.455,2020-03-17,631,631,0
China,Jiangsu,32.9711,119.455,2020-03-18,631,631,0
China,Jiangsu,32.9711,119.455,2020-03-19,631,631,0
China,Jiangsu,32.9711,119.455,2020-03-20,631,631,0
China,Jiangsu,32.9711,119.455,2020-03-21,631,631,0
China,Jiangsu,32.9711,119.455,2020-03-22,633,631,0
China,Jiangsu,32.9711,119.455,2020-03-23,633,631,0
China,Jiangsu,32.9711,119.455,2020-03-24,636,631,0
China,Jiangsu,32.9711,119.455,2020-03-25,638,631,0
China,Jiangsu,32.9711,119.455,2020-03-26,640,631,0
China,Jiangsu,32.9711,119.455,2020-03-27,641,631,0
China,Jiangsu,32.9711,119.455,2020-03-28,641,631,0
China,Jiangsu,32.9711,119.455,2020-03-29,644,631,0
China,Jiangsu,32.9711,119.455,2020-03-30,645,631,0
China,Jiangsu,32.9711,119.455,2020-03-31,646,631,0
China,Jiangsu,32.9711,119.455,2020-04-01,646,631,0
China,Jiangsu,32.9711,119.455,2020-04-02,647,631,0
China,Jiangsu,32.9711,119.455,2020-04-03,651,632,0
China,Jiangsu,32.9711,119.455,2020-04-04,651,632,0
China,Jiangsu,32.9711,119.455,2020-04-05,651,633,0
China,Jiangsu,32.9711,119.455,2020-04-06,651,633,0
China,Jiangxi,27.614,115.7221,2020-01-22,2,0,0
China,Jiangxi,27.614,115.7221,2020-01-23,7,0,0
China,Jiangxi,27.614,115.7221,2020-01-24,18,0,0
China,Jiangxi,27.614,115.7221,2020-01-25,18,0,0
China,Jiangxi,27.614,115.7221,2020-01-26,36,0,0
China,Jiangxi,27.614,115.7221,2020-01-27,72,2,0
China,Jiangxi,27.614,115.7221,2020-01-28,109,3,0
China,Jiangxi,27.614,115.7221,2020-01-29,109,3,0
China,Jiangxi,27.614,115.7221,2020-01-30,162,5,0
China,Jiangxi,27.614,115.7221,2020-01-31,240,7,0
China,Jiangxi,27.614,115.7221,2020-02-01,286,9,0
China,Jiangxi,27.614,115.7221,2020-02-02,333,12,0
China,Jiangxi,27.614,115.7221,2020-02-03,391,18,0
China,Jiangxi,27.614,115.7221,2020-02-04,476,20,0
China,Jiangxi,27.614,115.7221,2020-02-05,548,27,0
China,Jiangxi,27.614,115.7221,2020-02-06,600,37,0
China,Jiangxi,27.614,115.7221,2020-02-07,661,45,0
China,Jiangxi,27.614,115.7221,2020-02-08,698,55,0
China,Jiangxi,27.614,115.7221,2020-02-09,740,73,0
China,Jiangxi,27.614,115.7221,2020-02-10,771,105,1
China,Jiangxi,27.614,115.7221,2020-02-11,804,128,1
China,Jiangxi,27.614,115.7221,2020-02-12,844,152,1
China,Jiangxi,27.614,115.7221,2020-02-13,872,170,1
China,Jiangxi,27.614,115.7221,2020-02-14,900,187,1
China,Jiangxi,27.614,115.7221,2020-02-15,913,210,1
China,Jiangxi,27.614,115.7221,2020-02-16,925,240,1
China,Jiangxi,27.614,115.7221,2020-02-17,930,275,1
China,Jiangxi,27.614,115.7221,2020-02-18,933,310,1
China,Jiangxi,27.614,115.7221,2020-02-19,934,362,1
China,Jiangxi,27.614,115.7221,2020-02-20,934,433,1
China,Jiangxi,27.614,115.7221,2020-02-21,934,489,1
China,Jiangxi,27.614,115.7221,2020-02-22,934,555,1
China,Jiangxi,27.614,115.7221,2020-02-23,934,613,1
China,Jiangxi,27.614,115.7221,2020-02-24,934,645,1
China,Jiangxi,27.614,115.7221,2020-02-25,934,683,1
China,Jiangxi,27.614,115.7221,2020-02-26,934,719,1
China,Jiangxi,27.614,115.7221,2020-02-27,934,754,1
China,Jiangxi,27.614,115.7221,2020-02-28,935,790,1
China,Jiangxi,27.614,115.7221,2020-02-29,935,811,1
China,Jiangxi,27.614,115.7221,2020-03-01,935,831,1
China,Jiangxi,27.614,115.7221,2020-03-02,935,850,1
China,Jiangxi,27.614,115.7221,2020-03-03,935,870,1
China,Jiangxi,27.614,115.7221,2020-03-04,935,884,1
China,Jiangxi,27.614,115.7221,2020-03-05,935,901,1
China,Jiangxi,27.614,115.7221,2020-03-06,935,909,1
China,Jiangxi,27.614,115.7221,2020-03-07,935,916,1
China,Jiangxi,27.614,115.7221,2020-03-08,935,919,1
China,Jiangxi,27.614,115.7221,2020-03-09,935,923,1
China,Jiangxi,27.614,115.7221,2020-03-10,935,927,1
China,Jiangxi,27.614,115.7221,2020-03-11,935,932,1
China,Jiangxi,27.614,115.7221,2020-03-12,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-13,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-14,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-15,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-16,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-17,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-18,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-19,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-20,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-21,935,934,1
China,Jiangxi,27.614,115.7221,2020-03-22,936,934,1
China,Jiangxi,27.614,115.7221,2020-03-23,936,934,1
China,Jiangxi,27.614,115.7221,2020-03-24,936,934,1
China,Jiangxi,27.614,115.7221,2020-03-25,936,934,1
China,Jiangxi,27.614,115.7221,2020-03-26,936,934,1
China,Jiangxi,27.614,115.7221,2020-03-27,936,934,1
China,Jiangxi,27.614,115.7221,2020-03-28,936,934,1
China,Jiangxi,27.614,115.7221,2020-03-29,937,934,1
China,Jiangxi,27.614,115.7221,2020-03-30,937,935,1
China,Jiangxi,27.614,115.7221,2020-03-31,937,935,1
China,Jiangxi,27.614,115.7221,2020-04-01,937,935,1
China,Jiangxi,27.614,115.7221,2020-04-02,937,935,1
China,Jiangxi,27.614,115.7221,2020-04-03,937,935,1
China,Jiangxi,27.614,115.7221,2020-04-04,937,935,1
China,Jiangxi,27.614,115.7221,2020-04-05,937,935,1
China,Jiangxi,27.614,115.7221,2020-04-06,937,935,1
China,Jilin,43.6661,126.1923,2020-01-22,0,0,0
China,Jilin,43.6661,126.1923,2020-01-23,1,0,0
China,Jilin,43.6661,126.1923,2020-01-24,3,0,0
China,Jilin,43.6661,126.1923,2020-01-25,4,0,0
China,Jilin,43.6661,126.1923,2020-01-26,4,0,0
China,Jilin,43.6661,126.1923,2020-01-27,6,0,0
China,Jilin,43.6661,126.1923,2020-01-28,8,0,0
China,Jilin,43.6661,126.1923,2020-01-29,9,0,0
China,Jilin,43.6661,126.1923,2020-01-30,14,1,0
China,Jilin,43.6661,126.1923,2020-01-31,14,1,0
China,Jilin,43.6661,126.1923,2020-02-01,17,1,0
China,Jilin,43.6661,126.1923,2020-02-02,23,1,0
China,Jilin,43.6661,126.1923,2020-02-03,31,1,0
China,Jilin,43.6661,126.1923,2020-02-04,42,1,0
China,Jilin,43.6661,126.1923,2020-02-05,54,2,0
China,Jilin,43.6661,126.1923,2020-02-06,59,4,0
China,Jilin,43.6661,126.1923,2020-02-07,65,4,1
China,Jilin,43.6661,126.1923,2020-02-08,69,4,1
China,Jilin,43.6661,126.1923,2020-02-09,78,12,1
China,Jilin,43.6661,126.1923,2020-02-10,80,13,1
China,Jilin,43.6661,126.1923,2020-02-11,81,18,1
China,Jilin,43.6661,126.1923,2020-02-12,83,22,1
China,Jilin,43.6661,126.1923,2020-02-13,84,24,1
China,Jilin,43.6661,126.1923,2020-02-14,86,25,1
China,Jilin,43.6661,126.1923,2020-02-15,88,26,1
China,Jilin,43.6661,126.1923,2020-02-16,89,30,1
China,Jilin,43.6661,126.1923,2020-02-17,89,34,1
China,Jilin,43.6661,126.1923,2020-02-18,89,36,1
China,Jilin,43.6661,126.1923,2020-02-19,90,37,1
China,Jilin,43.6661,126.1923,2020-02-20,91,43,1
China,Jilin,43.6661,126.1923,2020-02-21,91,45,1
China,Jilin,43.6661,126.1923,2020-02-22,91,52,1
China,Jilin,43.6661,126.1923,2020-02-23,91,54,1
China,Jilin,43.6661,126.1923,2020-02-24,93,60,1
China,Jilin,43.6661,126.1923,2020-02-25,93,63,1
China,Jilin,43.6661,126.1923,2020-02-26,93,65,1
China,Jilin,43.6661,126.1923,2020-02-27,93,67,1
China,Jilin,43.6661,126.1923,2020-02-28,93,73,1
China,Jilin,43.6661,126.1923,2020-02-29,93,75,1
China,Jilin,43.6661,126.1923,2020-03-01,93,78,1
China,Jilin,43.6661,126.1923,2020-03-02,93,83,1
China,Jilin,43.6661,126.1923,2020-03-03,93,83,1
China,Jilin,43.6661,126.1923,2020-03-04,93,86,1
China,Jilin,43.6661,126.1923,2020-03-05,93,88,1
China,Jilin,43.6661,126.1923,2020-03-06,93,90,1
China,Jilin,43.6661,126.1923,2020-03-07,93,90,1
China,Jilin,43.6661,126.1923,2020-03-08,93,90,1
China,Jilin,43.6661,126.1923,2020-03-09,93,91,1
China,Jilin,43.6661,126.1923,2020-03-10,93,91,1
China,Jilin,43.6661,126.1923,2020-03-11,93,91,1
China,Jilin,43.6661,126.1923,2020-03-12,93,91,1
China,Jilin,43.6661,126.1923,2020-03-13,93,91,1
China,Jilin,43.6661,126.1923,2020-03-14,93,91,1
China,Jilin,43.6661,126.1923,2020-03-15,93,91,1
China,Jilin,43.6661,126.1923,2020-03-16,93,92,1
China,Jilin,43.6661,126.1923,2020-03-17,93,92,1
China,Jilin,43.6661,126.1923,2020-03-18,93,92,1
China,Jilin,43.6661,126.1923,2020-03-19,93,92,1
China,Jilin,43.6661,126.1923,2020-03-20,93,92,1
China,Jilin,43.6661,126.1923,2020-03-21,93,92,1
China,Jilin,43.6661,126.1923,2020-03-22,93,92,1
China,Jilin,43.6661,126.1923,2020-03-23,93,92,1
China,Jilin,43.6661,126.1923,2020-03-24,93,92,1
China,Jilin,43.6661,126.1923,2020-03-25,94,92,1
China,Jilin,43.6661,126.1923,2020-03-26,95,92,1
China,Jilin,43.6661,126.1923,2020-03-27,95,92,1
China,Jilin,43.6661,126.1923,2020-03-28,97,92,1
China,Jilin,43.6661,126.1923,2020-03-29,98,92,1
China,Jilin,43.6661,126.1923,2020-03-30,98,92,1
China,Jilin,43.6661,126.1923,2020-03-31,98,92,1
China,Jilin,43.6661,126.1923,2020-04-01,98,92,1
China,Jilin,43.6661,126.1923,2020-04-02,98,92,1
China,Jilin,43.6661,126.1923,2020-04-03,98,92,1
China,Jilin,43.6661,126.1923,2020-04-04,98,92,1
China,Jilin,43.6661,126.1923,2020-04-05,98,92,1
China,Jilin,43.6661,126.1923,2020-04-06,98,92,1
China,Liaoning,41.2956,122.6085,2020-01-22,2,0,0
China,Liaoning,41.2956,122.6085,2020-01-23,3,0,0
China,Liaoning,41.2956,122.6085,2020-01-24,4,0,0
China,Liaoning,41.2956,122.6085,2020-01-25,17,0,0
China,Liaoning,41.2956,122.6085,2020-01-26,21,0,0
China,Liaoning,41.2956,122.6085,2020-01-27,27,0,0
China,Liaoning,41.2956,122.6085,2020-01-28,34,0,0
China,Liaoning,41.2956,122.6085,2020-01-29,39,1,0
China,Liaoning,41.2956,122.6085,2020-01-30,41,1,0
China,Liaoning,41.2956,122.6085,2020-01-31,48,1,0
China,Liaoning,41.2956,122.6085,2020-02-01,64,1,0
China,Liaoning,41.2956,122.6085,2020-02-02,70,1,0
China,Liaoning,41.2956,122.6085,2020-02-03,74,1,0
China,Liaoning,41.2956,122.6085,2020-02-04,81,2,0
China,Liaoning,41.2956,122.6085,2020-02-05,89,4,0
China,Liaoning,41.2956,122.6085,2020-02-06,94,5,0
China,Liaoning,41.2956,122.6085,2020-02-07,99,7,0
China,Liaoning,41.2956,122.6085,2020-02-08,105,8,0
China,Liaoning,41.2956,122.6085,2020-02-09,107,12,0
China,Liaoning,41.2956,122.6085,2020-02-10,108,13,0
China,Liaoning,41.2956,122.6085,2020-02-11,111,19,0
China,Liaoning,41.2956,122.6085,2020-02-12,116,20,1
China,Liaoning,41.2956,122.6085,2020-02-13,117,22,1
China,Liaoning,41.2956,122.6085,2020-02-14,119,29,1
China,Liaoning,41.2956,122.6085,2020-02-15,119,31,1
China,Liaoning,41.2956,122.6085,2020-02-16,121,40,1
China,Liaoning,41.2956,122.6085,2020-02-17,121,43,1
China,Liaoning,41.2956,122.6085,2020-02-18,121,53,1
China,Liaoning,41.2956,122.6085,2020-02-19,121,55,1
China,Liaoning,41.2956,122.6085,2020-02-20,121,59,1
China,Liaoning,41.2956,122.6085,2020-02-21,121,61,1
China,Liaoning,41.2956,122.6085,2020-02-22,121,66,1
China,Liaoning,41.2956,122.6085,2020-02-23,121,73,1
China,Liaoning,41.2956,122.6085,2020-02-24,121,80,1
China,Liaoning,41.2956,122.6085,2020-02-25,121,83,1
China,Liaoning,41.2956,122.6085,2020-02-26,121,88,1
China,Liaoning,41.2956,122.6085,2020-02-27,121,93,1
China,Liaoning,41.2956,122.6085,2020-02-28,121,93,1
China,Liaoning,41.2956,122.6085,2020-02-29,121,96,1
China,Liaoning,41.2956,122.6085,2020-03-01,122,103,1
China,Liaoning,41.2956,122.6085,2020-03-02,122,103,1
China,Liaoning,41.2956,122.6085,2020-03-03,125,106,1
China,Liaoning,41.2956,122.6085,2020-03-04,125,106,1
China,Liaoning,41.2956,122.6085,2020-03-05,125,106,1
China,Liaoning,41.2956,122.6085,2020-03-06,125,106,1
China,Liaoning,41.2956,122.6085,2020-03-07,125,107,1
China,Liaoning,41.2956,122.6085,2020-03-08,125,109,1
China,Liaoning,41.2956,122.6085,2020-03-09,125,109,1
China,Liaoning,41.2956,122.6085,2020-03-10,125,111,1
China,Liaoning,41.2956,122.6085,2020-03-11,125,111,1
China,Liaoning,41.2956,122.6085,2020-03-12,125,112,1
China,Liaoning,41.2956,122.6085,2020-03-13,125,112,1
China,Liaoning,41.2956,122.6085,2020-03-14,125,113,1
China,Liaoning,41.2956,122.6085,2020-03-15,125,114,1
China,Liaoning,41.2956,122.6085,2020-03-16,125,115,1
China,Liaoning,41.2956,122.6085,2020-03-17,125,120,1
China,Liaoning,41.2956,122.6085,2020-03-18,125,122,1
China,Liaoning,41.2956,122.6085,2020-03-19,125,122,1
China,Liaoning,41.2956,122.6085,2020-03-20,126,122,2
China,Liaoning,41.2956,122.6085,2020-03-21,126,122,2
China,Liaoning,41.2956,122.6085,2020-03-22,127,124,2
China,Liaoning,41.2956,122.6085,2020-03-23,127,124,2
China,Liaoning,41.2956,122.6085,2020-03-24,127,124,2
China,Liaoning,41.2956,122.6085,2020-03-25,127,124,2
China,Liaoning,41.2956,122.6085,2020-03-26,128,124,2
China,Liaoning,41.2956,122.6085,2020-03-27,128,124,2
China,Liaoning,41.2956,122.6085,2020-03-28,132,124,2
China,Liaoning,41.2956,122.6085,2020-03-29,134,124,2
China,Liaoning,41.2956,122.6085,2020-03-30,136,124,2
China,Liaoning,41.2956,122.6085,2020-03-31,139,124,2
China,Liaoning,41.2956,122.6085,2020-04-01,140,124,2
China,Liaoning,41.2956,122.6085,2020-04-02,141,124,2
China,Liaoning,41.2956,122.6085,2020-04-03,141,124,2
China,Liaoning,41.2956,122.6085,2020-04-04,141,125,2
China,Liaoning,41.2956,122.6085,2020-04-05,142,126,2
China,Liaoning,41.2956,122.6085,2020-04-06,142,128,2
China,Macau,22.1667,113.55,2020-01-22,1,0,0
China,Macau,22.1667,113.55,2020-01-23,2,0,0
China,Macau,22.1667,113.55,2020-01-24,2,0,0
China,Macau,22.1667,113.55,2020-01-25,2,0,0
China,Macau,22.1667,113.55,2020-01-26,5,0,0
China,Macau,22.1667,113.55,2020-01-27,6,0,0
China,Macau,22.1667,113.55,2020-01-28,7,0,0
China,Macau,22.1667,113.55,2020-01-29,7,0,0
China,Macau,22.1667,113.55,2020-01-30,7,0,0
China,Macau,22.1667,113.55,2020-01-31,7,0,0
China,Macau,22.1667,113.55,2020-02-01,7,0,0
China,Macau,22.1667,113.55,2020-02-02,8,0,0
China,Macau,22.1667,113.55,2020-02-03,8,0,0
China,Macau,22.1667,113.55,2020-02-04,10,0,0
China,Macau,22.1667,113.55,2020-02-05,10,0,0
China,Macau,22.1667,113.55,2020-02-06,10,1,0
China,Macau,22.1667,113.55,2020-02-07,10,1,0
China,Macau,22.1667,113.55,2020-02-08,10,1,0
China,Macau,22.1667,113.55,2020-02-09,10,1,0
China,Macau,22.1667,113.55,2020-02-10,10,1,0
China,Macau,22.1667,113.55,2020-02-11,10,1,0
China,Macau,22.1667,113.55,2020-02-12,10,2,0
China,Macau,22.1667,113.55,2020-02-13,10,3,0
China,Macau,22.1667,113.55,2020-02-14,10,3,0
China,Macau,22.1667,113.55,2020-02-15,10,3,0
China,Macau,22.1667,113.55,2020-02-16,10,5,0
China,Macau,22.1667,113.55,2020-02-17,10,5,0
China,Macau,22.1667,113.55,2020-02-18,10,5,0
China,Macau,22.1667,113.55,2020-02-19,10,5,0
China,Macau,22.1667,113.55,2020-02-20,10,6,0
China,Macau,22.1667,113.55,2020-02-21,10,6,0
China,Macau,22.1667,113.55,2020-02-22,10,6,0
China,Macau,22.1667,113.55,2020-02-23,10,6,0
China,Macau,22.1667,113.55,2020-02-24,10,6,0
China,Macau,22.1667,113.55,2020-02-25,10,7,0
China,Macau,22.1667,113.55,2020-02-26,10,7,0
China,Macau,22.1667,113.55,2020-02-27,10,8,0
China,Macau,22.1667,113.55,2020-02-28,10,8,0
China,Macau,22.1667,113.55,2020-02-29,10,8,0
China,Macau,22.1667,113.55,2020-03-01,10,8,0
China,Macau,22.1667,113.55,2020-03-02,10,8,0
China,Macau,22.1667,113.55,2020-03-03,10,9,0
